PeakID (cmd=annotatePeaks.pl /exports/humgen/jihed/Coordinate_TOKEEP/atac_peaks/ATAC_Veronica_DN1/DN1_KO_more_accessible_allvsall.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr13-75607923-1	chr13	75607801	75608047	+	8.80	NA	Intergenic	RLTR45|LTR|ERVK	-37122	NR_030451	751556		NR_030451	ENSMUSG00000076236	Mir682	Mirn682|mir-682|mmu-mir-682	microRNA 682	ncRNA
Merged-chr6-103662657-1	chr6	103662559	103662757	+	8.80	NA	intron (NM_007697, intron 5 of 26)	intron (NM_007697, intron 5 of 26)	151782	NM_007697	12661	Mm.251288	NM_007697	ENSMUSG00000030077	Chl1	A530023M13Rik|AI465420|CALL|LICAM2	cell adhesion molecule L1-like	protein-coding
Merged-chr14-77448179-1	chr14	77448100	77448259	+	8.80	NA	intron (NM_172813, intron 5 of 18)	intron (NM_172813, intron 5 of 18)	58689	NR_033141	629678	Mm.390721	NM_001037935	ENSMUSG00000067973	Gm6994	EG629678	predicted gene 6994	ncRNA
Merged-chr13-80899855-1	chr13	80899757	80899955	+	8.80	NA	Intergenic	Intergenic	13761	NR_153411	105171	Mm.423137	NM_001042591	ENSMUSG00000074794	Arrdc3	AI450344|mKIAA1376	arrestin domain containing 3	protein-coding
Merged-chr17-87132892-1	chr17	87132701	87133085	+	8.80	NA	intron (NM_019654, intron 2 of 2)	RSINE1|SINE|B4	25214	NM_019654	56468	Mm.126885	NM_019654	ENSMUSG00000037104	Socs5	1810018L08Rik|Cish5|mKIAA0671	suppressor of cytokine signaling 5	protein-coding
Merged-chr1-99812335-5	chr1	99811861	99812802	+	8.78	NA	intron (NM_172851, intron 1 of 23)	B2_Mm2|SINE|B2	39930	NM_172851	241175	Mm.251301	NM_172851	ENSMUSG00000067028	Cntnap5b	C230078M14Rik|Caspr5-2	contactin associated protein-like 5B	protein-coding
Merged-chr1-178360964-2	chr1	178360836	178361101	+	8.73	NA	Intergenic	RLTR13D3|LTR|ERVK	-23153	NM_016805	51810	Mm.86589	NM_016805	ENSMUSG00000039630	Hnrnpu	AA408410|AI256620|AL024194|AL024437|AW557595|C86794|Hnrpu|SAFA|Sp120|hnRNP U	heterogeneous nuclear ribonucleoprotein U	protein-coding
Merged-chr3-64198071-5	chr3	64197733	64198489	+	8.71	NA	Intergenic	Intergenic	-60631	NM_001104592	100125586	Mm.469888	NM_001104592	ENSMUSG00000043897	Vmn2r2	-	vomeronasal 2, receptor 2	protein-coding
Merged-chr4-39113514-4	chr4	39113135	39113862	+	8.71	NA	Intergenic	RLTR45|LTR|ERVK	-258015	NR_151606	102636968	Mm.136083	NR_151606	ENSMUSG00000085632	Gm12381	-	predicted gene 12381	ncRNA
Merged-chr5-53674007-3	chr5	53673894	53674143	+	8.70	NA	Intergenic	RLTR45|LTR|ERVK	24570	NR_024201	19866		NR_024201	ENSMUSG00000089083	Rnu7	-	U7 small nuclear RNA	snRNA
Merged-chr7-87975145-1	chr7	87975014	87975278	+	8.70	NA	exon (NM_001143834, exon 5 of 11)	exon (NM_001143834, exon 5 of 11)	-302939	NM_009982	13032	Mm.89295	NM_009982	ENSMUSG00000030560	Ctsc	AI047818|CatC|DPP1|DPPI	cathepsin C	protein-coding
Merged-chr4-84221504-1	chr4	84221430	84221579	+	8.67	NA	Intergenic	Intergenic	-176625	NR_130998	78238	Mm.243903	NR_130998	ENSMUSG00000085217	6030471H07Rik	-	RIKEN cDNA 6030471H07 gene	ncRNA
Merged-chr18-42714941-1	chr18	42714776	42715108	+	8.67	NA	intron (NR_073583, intron 4 of 8)	intron (NR_073583, intron 4 of 8)	-135290	NM_181543	240239	Mm.186779	NM_181543	ENSMUSG00000042816	Gpr151	C130082O03Rik|GalRL|PGR7|nGPCR-2037	G protein-coupled receptor 151	protein-coding
Merged-chr10-74238552-2	chr10	74238410	74238689	+	8.60	NA	intron (NM_001142747, intron 9 of 26)	RLTR45|LTR|ERVK	416682	NM_001142736	11994	Mm.338933	NM_023115	ENSMUSG00000052613	Pcdh15	BB078305|Gm9815|Ush1f|av|nmf19|roda	protocadherin 15	protein-coding
Merged-chr6-59280346-1	chr6	59280284	59280410	+	8.60	NA	Intergenic	Intergenic	71477	NM_001081145	68140	Mm.25843	NM_001081145	ENSMUSG00000049232	Tigd2	3632410O17Rik	tigger transposable element derived 2	protein-coding
Merged-chr7-72326226-1	chr7	72326139	72326315	+	8.60	NA	Intergenic	Intergenic	-19632	NM_001024703	244049	Mm.217412	NM_001024703	ENSMUSG00000032776	Mctp2	Gm489	multiple C2 domains, transmembrane 2	protein-coding
Merged-chr3-144356336-1	chr3	144356165	144356509	+	8.60	NA	Intergenic	Intergenic	-151082	NM_010723	16911	Mm.29187	NM_010723	ENSMUSG00000028266	Lmo4	A730077C12Rik|Crp3|Etohi4	LIM domain only 4	protein-coding
Merged-chr17-62831155-1	chr17	62831049	62831262	+	8.60	NA	intron (NM_207654, intron 1 of 4)	intron (NM_207654, intron 1 of 4)	50162	NM_010109	13640	Mm.7978	NM_010109	ENSMUSG00000048915	Efna5	AL-1|AV158822|EFL-5|Ephrin-A5|Epl7|LERK-7|RAGS	ephrin A5	protein-coding
Merged-chr4-57919740-1	chr4	57919648	57919834	+	8.60	NA	Intergenic	RLTR20B1|LTR|ERVK	-3477	NM_178727	242484	Mm.23214	NM_178727	ENSMUSG00000052117	D630039A03Rik	-	RIKEN cDNA D630039A03 gene	protein-coding
Merged-chr16-95507397-1	chr16	95507281	95507514	+	8.60	NA	intron (NM_001302179, intron 2 of 9)	intron (NM_001302179, intron 2 of 9)	22968	NM_133659	13876	Mm.164531	NM_133659	ENSMUSG00000040732	Erg	D030036I24Rik	ETS transcription factor	protein-coding
Merged-chr3-52309200-1	chr3	52309089	52309312	+	8.53	NA	intron (NM_019739, intron 1 of 2)	intron (NM_019739, intron 1 of 2)	40863	NM_019739	56458	Mm.29891	NM_019739	ENSMUSG00000044167	Foxo1	AI876417|Afxh|FKHR|Fkhr1|Foxo1a	forkhead box O1	protein-coding
Merged-chr1-182210659-2	chr1	182210479	182210885	+	8.53	NA	Intergenic	RMER4A|LTR|ERVK	-52584	NM_001166728	625823	Mm.479992	NM_001166728	ENSMUSG00000091013	Vmn1r1	EG625823|Gm6628	vomeronasal 1 receptor 1	protein-coding
Merged-chr17-11107261-1	chr17	11107158	11107365	+	8.53	NA	intron (NM_016694, intron 2 of 11)	intron (NM_016694, intron 2 of 11)	266902	NM_001317726	50873	Mm.311110	NM_016694	ENSMUSG00000023826	Prkn	Park2	parkin RBR E3 ubiquitin protein ligase	protein-coding
Merged-chr18-84532355-1	chr18	84532248	84532464	+	8.50	NA	intron (NM_001033341, intron 3 of 8)	intron (NM_001033341, intron 3 of 8)	57148	NM_001033341	240476	Mm.329575	NM_001033341	ENSMUSG00000048410	Zfp407	6430585N13Rik|Gm333|Gm334|Gm948|ZNF407	zinc finger protein 407	protein-coding
Merged-chr14-17193146-2	chr14	17193028	17193267	+	8.50	NA	Intergenic	Intergenic	87589	NR_144493	100417973		NR_144493		Pou5f1-rs6	Gm18927|Oct4P3|Otf3-rs6|Otf3f	POU domain, class 5, transcription factor 1, related sequence 6	pseudo
Merged-chr19-59831527-2	chr19	59831411	59831646	+	8.50	NA	Intergenic	Intergenic	111836	NM_001033172	74998	Mm.24167	NM_001033172	ENSMUSG00000040022	Rab11fip2	4930470G04Rik|A830046J09Rik|AW558126|Nrip11	RAB11 family interacting protein 2 (class I)	protein-coding
Merged-chr10-36268616-1	chr10	36268477	36268757	+	8.48	NA	Intergenic	Intergenic	-238190	NM_001253355	319415	Mm.332442	NM_001081208	ENSMUSG00000044499	Hs3st5	D930005L05Rik|Gm1151|Hs3ost5	heparan sulfate (glucosamine) 3-O-sulfotransferase 5	protein-coding
Merged-chr17-89928660-2	chr17	89928375	89928867	+	8.47	NA	Intergenic	Intergenic	159747	NM_001346962	18189	Mm.478418	NM_020252	ENSMUSG00000024109	Nrxn1	1700062G21Rik|9330127H16Rik|A230068P09Rik|mKIAA0578	neurexin I	protein-coding
Merged-chr1-102358181-5	chr1	102357836	102358501	+	8.47	NA	Intergenic	RLTR45|LTR|ERVK	1202400	NR_037989	100504525	Mm.87065	NR_037989	ENSMUSG00000100684	Gm20268	-	predicted gene, 20268	ncRNA
Merged-chr8-81693342-3	chr8	81693127	81693512	+	8.46	NA	intron (NM_001297593, intron 2 of 23)	intron (NM_001297593, intron 2 of 23)	350757	NM_001297591	234515	Mm.324468	NM_001024617	ENSMUSG00000037940	Inpp4b	E130107I17Rik	inositol polyphosphate-4-phosphatase, type II	protein-coding
Merged-chr16-6883734-1	chr16	6883636	6883833	+	8.40	NA	intron (NM_001359725, intron 5 of 16)	B4A|SINE|B4	-155636	NM_001359729	268859	Mm.370334	NM_021477	ENSMUSG00000008658	Rbfox1	A2bp|A2bp1|Hrnbp1|fox-1	RNA binding protein, fox-1 homolog (C. elegans) 1	protein-coding
Merged-chr14-22783448-1	chr14	22783377	22783521	+	8.40	NA	intron (NM_028275, intron 5 of 6)	intron (NM_028275, intron 5 of 6)	-240651	NR_046307	74896	Mm.444661	NR_046307	ENSMUSG00000114412	4930405A10Rik	4930456G20Rik	RIKEN cDNA 4930405A10 gene	ncRNA
Merged-chr2-178751436-1	chr2	178751373	178751500	+	8.40	NA	Intergenic	Intergenic	320921	NM_198656	381409	Mm.330860	NM_198656	ENSMUSG00000039155	Cdh26	Gm1010	cadherin-like 26	protein-coding
Merged-chr1-155465102-1	chr1	155465001	155465205	+	8.40	NA	Intergenic	Intergenic	-47659	NM_011273	19775	Mm.266215	NM_011273	ENSMUSG00000026469	Xpr1	Rmc-1|Rmc1|Sxv|Syg1|XR	xenotropic and polytropic retrovirus receptor 1	protein-coding
Merged-chr6-81563410-1	chr6	81563334	81563488	+	8.40	NA	Intergenic	Intergenic	332252	NR_106091	102465711		NR_106091	ENSMUSG00000106154	Mir7232	mmu-mir-7232	microRNA 7232	ncRNA
Merged-chr12-90310379-1	chr12	90310317	90310442	+	8.40	NA	intron (NM_001252074, intron 6 of 6)	intron (NM_001252074, intron 6 of 6)	428659	NM_010050	13371	Mm.21389	NM_010050	ENSMUSG00000007682	Dio2	5DII|AI324267|DIOII	deiodinase, iodothyronine, type II	protein-coding
Merged-chr13-20026798-1	chr13	20026719	20026878	+	8.40	NA	Intergenic	Intergenic	-63709	NM_080288	140580	Mm.342392	NM_080288	ENSMUSG00000041112	Elmo1	6330578D22Rik|C230095H21Rik|CED-12	engulfment and cell motility 1	protein-coding
Merged-chr3-143834932-1	chr3	143834846	143835020	+	8.40	NA	Intergenic	Intergenic	-122790	NR_040405	621809	Mm.360134	NR_040405	ENSMUSG00000105279	Gm6260	EG621809	predicted gene 6260	ncRNA
Merged-chr10-123100807-1	chr10	123100713	123100902	+	8.40	NA	Intergenic	Intergenic	-24302	NM_001163024	67074	Mm.169924	NM_153395	ENSMUSG00000034602	Mon2	2610528O22Rik|AW495628|Sf21|mKIAA1040	MON2 homolog, regulator of endosome to Golgi trafficking	protein-coding
Merged-chr6-106951212-1	chr6	106951142	106951284	+	8.40	NA	Intergenic	Intergenic	-151126	NM_021449	58799	Mm.290085	NM_021449	ENSMUSG00000005362	Crbn	2610203G15Rik|2900045O07Rik|AF229032|AW108261|piL	cereblon	protein-coding
Merged-chr17-19226835-2	chr17	19226549	19226996	+	8.40	NA	Intergenic	ERVB4_3-I_MM-int|LTR|ERVK	-135363	NM_001104551	665376	Mm.469859	NM_001104551	ENSMUSG00000090304	Vmn2r99	EG665376	vomeronasal 2, receptor 99	protein-coding
Merged-chr5-103404791-3	chr5	103404618	103405033	+	8.30	NA	Intergenic	Intergenic	-20367	NM_011204	19249	Mm.3414	NM_011204	ENSMUSG00000034573	Ptpn13	AI324989|PTP-BL|PTPL1|Ptpri|RIP	protein tyrosine phosphatase, non-receptor type 13	protein-coding
Merged-chr13-108241486-1	chr13	108241379	108241595	+	8.27	NA	intron (NM_029001, intron 1 of 7)	intron (NM_029001, intron 1 of 7)	27083	NM_029001	74559	Mm.286127	NM_029001	ENSMUSG00000021696	Elovl7	9130013K24Rik|AI840082	ELOVL family member 7, elongation of long chain fatty acids (yeast)	protein-coding
Merged-chr16-65472651-3	chr16	65472471	65472806	+	8.27	NA	Intergenic	Intergenic	-47874	NM_008849	18736	Mm.355440	NM_008849	ENSMUSG00000004842	Pou1f1	GHF-1|Hmp1|Pit-1|Pit1|Pit1-rs1|dw|dwarf	POU domain, class 1, transcription factor 1	protein-coding
Merged-chr12-75833755-1	chr12	75833693	75833818	+	8.24	NA	intron (NM_001005510, intron 1 of 115)	intron (NM_001005510, intron 1 of 115)	15437	NM_001005510	319565	Mm.26652	NM_001005510	ENSMUSG00000063450	Syne2	6820443O06Rik|AW546258|Cpfl8|D12Ertd777e|KASH2|NUA|Nesp2g|dice|mKIAA1011	spectrin repeat containing, nuclear envelope 2	protein-coding
Merged-chr1-178543106-1	chr1	178542949	178543264	+	8.20	NA	intron (NM_001161665, intron 2 of 14)	(TG)n|Simple_repeat|Simple_repeat	13981	NM_001161665	269152	Mm.129727	NM_177724	ENSMUSG00000026494	Kif26b	4832420M10|BC056349|D230039L06Rik	kinesin family member 26B	protein-coding
Merged-chr14-95498177-1	chr14	95497994	95498361	+	8.20	NA	Intergenic	Intergenic	-383077	NM_001358241	66732	Mm.75060	NM_025733	ENSMUSG00000034689	Spertl	4921530L21Rik	spermatid associated like	protein-coding
Merged-chr2-149126298-1	chr2	149126193	149126405	+	8.20	NA	Intergenic	L1Md_F|LINE|L1	-250787	NM_009976	13010	Mm.4263	NM_009976	ENSMUSG00000027447	Cst3	CysC	cystatin C	protein-coding
Merged-chr11-90453301-1	chr11	90453198	90453405	+	8.20	NA	Intergenic	Intergenic	-62384	NM_172563	217082	Mm.158903	NM_172563	ENSMUSG00000003949	Hlf	E230015K02Rik	hepatic leukemia factor	protein-coding
Merged-chr9-82906384-1	chr9	82906289	82906481	+	8.20	NA	intron (NM_001081216, intron 20 of 39)	intron (NM_001081216, intron 20 of 39)	69104	NM_001081216	83946	Mm.221688	NM_031879	ENSMUSG00000032253	Phip	2810004D21Rik|4632404O06Rik|Ndrp|Wdr11	pleckstrin homology domain interacting protein	protein-coding
Merged-chr15-98325978-1	chr15	98325873	98326085	+	8.20	NA	Intergenic	IAPEY3-int|LTR|ERVK	-12431	NM_207554	404314	Mm.309892	NM_207554		Olfr257	-	olfactory receptor 257	protein-coding
Merged-chr13-46059042-1	chr13	46058979	46059107	+	8.20	NA	Intergenic	Intergenic	-94052	NM_001199304	20238	Mm.342683	NM_009124	ENSMUSG00000046876	Atxn1	2900016G23Rik|Atx1|C85907|Gm10786|Sca1	ataxin 1	protein-coding
Merged-chr2-72697262-1	chr2	72697158	72697368	+	8.20	NA	Intergenic	Intergenic	-6247	NR_040503	74541	Mm.410774	NR_040503	ENSMUSG00000085252	8430437L04Rik	-	RIKEN cDNA 8430437L04 gene	ncRNA
Merged-chr1-186837754-1	chr1	186837630	186837879	+	8.20	NA	Intergenic	Intergenic	-88396	NM_026041	67223	Mm.289841	NM_026041	ENSMUSG00000001305	Rrp15	2810430M08Rik|5430437H21Rik	ribosomal RNA processing 15 homolog (S. cerevisiae)	protein-coding
Merged-chr12-58216421-1	chr12	58216342	58216502	+	8.19	NA	TTS (NM_009216)	TTS (NM_009216)	4618	NM_009216	20605	Mm.278336	NM_009216	ENSMUSG00000035431	Sstr1	SRIF-2|SS-1-R|SS1-R|SS1R|Smstr-1|Smstr1|sst1	somatostatin receptor 1	protein-coding
Merged-chr12-14086749-7	chr12	14086385	14087193	+	8.18	NA	Intergenic	Intergenic	65249	NM_029007	105005	Mm.227253	NM_029007	ENSMUSG00000020607	Lratd1	2310003N02Rik|4731402F03Rik|AW125753|Fam84a|Nse1	LRAT domain containing 1	protein-coding
Merged-chr9-34752958-1	chr9	34752875	34753042	+	8.13	NA	intron (NM_001190912, intron 1 of 15)	intron (NM_001190912, intron 1 of 15)	264227	NM_001190913	67703	Mm.220710	NM_026324	ENSMUSG00000032036	Kirrel3	1500010O20Rik|2900036G11Rik|NEPH2|SST4|mKIAA1867	kirre like nephrin family adhesion molecule 3	protein-coding
Merged-chr13-10030690-1	chr13	10030551	10030830	+	8.13	NA	intron (NM_033269, intron 3 of 4)	intron (NM_033269, intron 3 of 4)	-265369	NM_001347474	66505	Mm.397307	NM_144516	ENSMUSG00000021156	Zmynd11	2210402G22Rik|BS69	zinc finger, MYND domain containing 11	protein-coding
Merged-chr6-68704527-3	chr6	68704299	68704764	+	8.12	NA	Intergenic	Intergenic	622643	NR_004434	19783		NR_004434	ENSMUSG00000106222	Rprl1	Rmrp2|Rpr|Rprh2	ribonuclease P RNA-like 1	ncRNA
Merged-chr7-122256957-1	chr7	122256867	122257049	+	8.10	NA	Intergenic	Intergenic	-32167	NM_001316672	18751	Mm.207496	NM_008855	ENSMUSG00000052889	Prkcb	PKC-B|PKC-Beta|Pkcb|Prkcb1|Prkcb2	protein kinase C, beta	protein-coding
Merged-chr4-93481463-4	chr4	93481239	93481836	+	8.02	NA	Intergenic	Intergenic	-146026	NM_026954	69136	Mm.171558	NM_026954	ENSMUSG00000054000	Tusc1	2200001D17Rik|TSG-9	tumor suppressor candidate 1	protein-coding
Merged-chr13-93237753-1	chr13	93237691	93237816	+	8.00	NA	Intergenic	Intergenic	-45336	NM_001361536	100715	Mm.242865	NM_133905	ENSMUSG00000042167	Tent2	8030446C20Rik|AI649009|GLD-2|Gld2|Papd4	terminal nucleotidyltransferase 2	protein-coding
Merged-chr8-97301077-1	chr8	97300980	97301175	+	8.00	NA	Intergenic	Intergenic	-1412676	NM_010325	14719	Mm.230169	NM_010325	ENSMUSG00000031672	Got2	AL022787|FABP-pm|Got-2|Kyat4|mAspAT	glutamatic-oxaloacetic transaminase 2, mitochondrial	protein-coding
Merged-chr4-40218022-1	chr4	40217909	40218137	+	8.00	NA	intron (NM_172689, intron 10 of 17)	B3A|SINE|B2	21802	NM_172689	230073	Mm.86382	NM_172689	ENSMUSG00000040296	Ddx58	6430573D20Rik|C330021E21|RIG-I|RLR-1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	protein-coding
Merged-chr18-59212907-2	chr18	59212716	59213104	+	8.00	NA	intron (NM_001081328, intron 2 of 2)	intron (NM_001081328, intron 2 of 2)	37570	NM_001081328	78923	Mm.84007	NM_001081328	ENSMUSG00000058152	Chsy3	4833446K15Rik|AI662215	chondroitin sulfate synthase 3	protein-coding
Merged-chr18-57657061-1	chr18	57656979	57657144	+	8.00	NA	intron (NM_001311063, intron 5 of 5)	MTD|LTR|ERVL-MaLR	-18476	NR_045360	70157	Mm.490532	NR_045360	ENSMUSG00000118322	2210409D07Rik	-	RIKEN cDNA 2210409D07 gene	ncRNA
Merged-chr9-37852731-1	chr9	37852637	37852827	+	8.00	NA	Intergenic	Intergenic	-2088	NM_146417	258412	Mm.115804	NM_146417	ENSMUSG00000066749	Olfr877	MOR161-5	olfactory receptor 877	protein-coding
Merged-chr15-59426975-1	chr15	59426867	59427085	+	8.00	NA	intron (NM_001164604, intron 3 of 4)	intron (NM_001164604, intron 3 of 4)	52778	NM_001164604	68501	Mm.27762	NM_026746	ENSMUSG00000059586	Nsmce2	1110014D18Rik|AI661537	NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase	protein-coding
Merged-chr6-58735285-1	chr6	58735223	58735349	+	8.00	NA	Intergenic	Intergenic	-96179	NM_001361967	73998	Mm.191892	NM_028705	ENSMUSG00000029804	Herc3	5730409F18Rik|AI646603|mKIAA0032	hect domain and RLD 3	protein-coding
Merged-chr17-74565405-1	chr17	74565305	74565506	+	8.00	NA	intron (NM_007566, intron 6 of 72)	intron (NM_007566, intron 6 of 72)	37110	NM_007566	12211	Mm.442564	NM_007566	ENSMUSG00000024073	Birc6	A430032G04Rik|A430040A19Rik|AA501170|Bruce|D630005A10Rik|mKIAA1289	baculoviral IAP repeat-containing 6	protein-coding
Merged-chr1-168355090-1	chr1	168354976	168355206	+	8.00	NA	intron (NM_001291508, intron 2 of 7)	intron (NM_001291508, intron 2 of 7)	77078	NM_001291508	18514	Mm.43358	NM_008783	ENSMUSG00000052534	Pbx1	2310056B04Rik|D230003C07Rik|Pbx-1	pre B cell leukemia homeobox 1	protein-coding
Merged-chr1-101913262-1	chr1	101913150	101913375	+	8.00	NA	Intergenic	ORR1D1|LTR|ERVL-MaLR	757494	NR_037989	100504525	Mm.87065	NR_037989	ENSMUSG00000100684	Gm20268	-	predicted gene, 20268	ncRNA
Merged-chr17-51891864-3	chr17	51891750	51891974	+	7.96	NA	intron (NR_045095, intron 1 of 2)	intron (NR_045095, intron 1 of 2)	9135	NR_045095	100504169	Mm.417731	NR_045095	ENSMUSG00000117175	Gm20098	-	predicted gene, 20098	ncRNA
Merged-chr9-8895398-2	chr9	8895230	8895525	+	7.93	NA	Intergenic	MTD|LTR|ERVL-MaLR	-4456	NM_008829	18667	Mm.12798	NM_008829	ENSMUSG00000031870	Pgr	9930019P03Rik|BB114106|NR3C3|PR|PR-A|PR-B	progesterone receptor	protein-coding
Merged-chr7-82238406-3	chr7	82238193	82238623	+	7.93	NA	intron (NM_017400, intron 1 of 8)	RLTR45|LTR|ERVK	63612	NM_001277955	20408	Mm.736	NM_017400	ENSMUSG00000030638	Sh3gl3	EEN-B2|SH3P13|Sh3d2c|Sh3d2c2	SH3-domain GRB2-like 3	protein-coding
Merged-chr13-112396818-2	chr13	112396689	112396976	+	7.92	NA	Intergenic	Intergenic	-67238	NM_010560	16195	Mm.4364	NM_010560	ENSMUSG00000021756	Il6st	5133400A03Rik|AA389424|BB405851|CD130|D13Ertd699e|gp130	interleukin 6 signal transducer	protein-coding
Merged-chr6-144483417-1	chr6	144483292	144483543	+	7.90	NA	Intergenic	Intergenic	-189451	NR_040519	66760	Mm.233631	NR_040519	ENSMUSG00000085785	Sox5os3	4933425H06Rik	SRY (sex determining region Y)-box 5, opposite strand 3	ncRNA
Merged-chr12-68184076-1	chr12	68183962	68184191	+	7.90	NA	Intergenic	ORR1E|LTR|ERVL-MaLR	-961527	NM_207010	320772	Mm.227680	NM_207010	ENSMUSG00000034912	Mdga2	6720489L24Rik|9330209L04Rik|Adp|Mamdc1|Tg(Prnp-PFN1*G118V)838Kiaei	MAM domain containing glycosylphosphatidylinositol anchor 2	protein-coding
Merged-chr6-18196454-1	chr6	18196367	18196542	+	7.90	NA	intron (NM_021050, intron 1 of 26)	ORR1A1|LTR|ERVL-MaLR	25767	NM_021050	12638	Mm.15621	NM_021050	ENSMUSG00000041301	Cftr	AW495489|Abcc7	cystic fibrosis transmembrane conductance regulator	protein-coding
Merged-chr3-76331588-1	chr3	76331399	76331778	+	7.90	NA	intron (NM_178673, intron 4 of 15)	Tigger7|DNA|TcMar-Tigger	256005	NM_001253719	213262	Mm.379337	NM_178673	ENSMUSG00000034098	Fstl5	9130207J01Rik	follistatin-like 5	protein-coding
Merged-chr12-79650872-1	chr12	79650796	79650950	+	7.87	NA	intron (NM_009014, intron 7 of 10)	Lx8|LINE|L1	273860	NR_131075	77290	Mm.395042	NR_131073	ENSMUSG00000112765	9430078K24Rik	-	RIKEN cDNA 9430078K24 gene	ncRNA
Merged-chr3-109431552-1	chr3	109431458	109431648	+	7.87	NA	intron (NM_020505, intron 2 of 26)	intron (NM_020505, intron 2 of 26)	90870	NM_020505	57257	Mm.282257	NM_020505	ENSMUSG00000033721	Vav3	A530094I06Rik|AA986410|Idd18.1	vav 3 oncogene	protein-coding
Merged-chr11-90242011-1	chr11	90241893	90242130	+	7.84	NA	Intergenic	Intergenic	-7465	NM_026178	67468	Mm.277518	NM_026178	ENSMUSG00000003948	Mmd	1200017E07Rik|1810073C06Rik|AA690185	monocyte to macrophage differentiation-associated	protein-coding
Merged-chr10-6931188-1	chr10	6931067	6931311	+	7.80	NA	intron (NM_001033391, intron 6 of 7)	intron (NM_001033391, intron 6 of 7)	49092	NM_001347225	320495	Mm.331674	NM_001033391	ENSMUSG00000064065	Ipcef1	A130090K04Rik	interaction protein for cytohesin exchange factors 1	protein-coding
Merged-chr9-91897661-1	chr9	91897542	91897781	+	7.80	NA	Intergenic	(CA)n|Simple_repeat|Simple_repeat	-295432	NM_001195693	100504689		NM_001195693	ENSMUSG00000095654	Plscr5	331000	phospholipid scramblase family, member 5	protein-coding
Merged-chr15-54344522-1	chr15	54344439	54344606	+	7.80	NA	Intergenic	RLTR45|LTR|ERVK	-66038	NM_008764	18383	Mm.15383	NM_008764	ENSMUSG00000063727	Tnfrsf11b	OCIF|Opg|TR1	tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)	protein-coding
Merged-chr7-29725522-1	chr7	29725436	29725610	+	7.80	NA	intron (NM_029714, intron 1 of 28)	intron (NM_029714, intron 1 of 28)	1509	NM_029714	76718	Mm.69030	NM_029714	ENSMUSG00000049123	Catsperg2	1700067C01Rik|CATSPERG	cation channel sperm associated auxiliary subunit gamma 2	protein-coding
Merged-chr14-117015682-1	chr14	117015542	117015824	+	7.80	NA	intron (NM_001079844, intron 1 of 9)	intron (NM_001079844, intron 1 of 9)	90386	NM_011821	23888	Mm.440025	NM_011821	ENSMUSG00000058571	Gpc6	-	glypican 6	protein-coding
Merged-chr15-9755911-1	chr15	9755783	9756040	+	7.80	NA	Intergenic	Intergenic	-7043	NM_001305042	320277	Mm.127822	NM_177123	ENSMUSG00000072663	Spef2	C230086A09Rik	sperm flagellar 2	protein-coding
Merged-chr8-93430030-1	chr8	93429966	93430095	+	7.80	NA	Intergenic	L1_Mus3|LINE|L1	-50253	NM_001370830	75704	Mm.480920	NM_001370830	ENSMUSG00000074156	Ces1h	2310039D24Rik	carboxylesterase 1H	protein-coding
Merged-chr18-89762477-1	chr18	89762332	89762623	+	7.80	NA	intron (NM_001039173, intron 1 of 7)	Lx4A|LINE|L1	7063	NM_001039173	623279	Mm.447164	NM_001039173	ENSMUSG00000073514	Dok6	Dok-6	docking protein 6	protein-coding
Merged-chr7-113289319-2	chr7	113289135	113289505	+	7.80	NA	intron (NM_001357070, intron 9 of 19)	intron (NM_001357070, intron 9 of 19)	80019	NM_133700	68815	Mm.238034	NM_133700	ENSMUSG00000038187	Btbd10	1110056N09Rik|Gmrp1	BTB (POZ) domain containing 10	protein-coding
