PeakID (cmd=annotatePeaks.pl /exports/humgen/jihed/Coordinate_TOKEEP/atac_peaks/ATAC_Veronica_DN1/DN1_KO_less_accessible_allvsall.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr11-59774162-1	chr11	59774107	59774219	+	10.00	NA	intron (NM_012027, intron 23 of 23)	intron (NM_012027, intron 23 of 23)	13059	NR_110894	194908	Mm.344651	NM_183139	ENSMUSG00000043648	Pld6	4933433K01Rik|Gm10|Zuc|mZuc|mitoPLD	phospholipase D family, member 6	protein-coding
Merged-chr4-60482076-1	chr4	60481927	60482227	+	10.00	NA	Intergenic	MMERVK10C-int|LTR|ERVK	19883	NM_031188	17840	Mm.335875	NM_031188	ENSMUSG00000078683	Mup1	Ltn-1|Lvtn-1|Mup-1|Mup-a|Mup10|Mup7|Up-1	major urinary protein 1	protein-coding
Merged-chr9-73025685-1	chr9	73025622	73025750	+	10.00	NA	intron (NM_018889, intron 6 of 11)	B1_Mur1|SINE|Alu	14013	NM_018889	55981	Mm.139905	NM_018889	ENSMUSG00000079469	Pigb	Pig-b	phosphatidylinositol glycan anchor biosynthesis, class B	protein-coding
Merged-chr1-16019285-1	chr1	16019225	16019346	+	10.00	NA	Intergenic	MERVL_2A-int|LTR|ERVL	74040	NM_001305227	75799	Mm.78557	NM_001243238	ENSMUSG00000067795	4930444P10Rik	-	RIKEN cDNA 4930444P10 gene	protein-coding
Merged-chr12-101159063-1	chr12	101158979	101159149	+	10.00	NA	Intergenic	MERV1_I-int|LTR|ERV1	13455	NR_033653	74947	Mm.488905	NR_033653	ENSMUSG00000092054	Kif4-ps	4930463M05Rik|Kif4b	kinesin family member 4, pseudogene	pseudo
Merged-chr6-8175458-1	chr6	8175369	8175548	+	10.00	NA	exon (NM_001037865, exon 3 of 35)	exon (NM_001037865, exon 3 of 35)	17159	NM_001037865	213945	Mm.297404	NM_001037865	ENSMUSG00000068794	Col28a1	Col28|Gm466	collagen, type XXVIII, alpha 1	protein-coding
Merged-chr5-26225319-1	chr5	26225265	26225375	+	10.00	NA	Intergenic	Intergenic	-32442	NM_001281527	664837		NM_001281527	ENSMUSG00000059645	Gm7361	-	predicted gene 7361	protein-coding
Merged-chr15-59194540-1	chr15	59194428	59194653	+	10.00	NA	Intergenic	Intergenic	-112408	NR_045613	100416830	Mm.490788	NR_045613	ENSMUSG00000098528	Zfp572	4930472F24Rik	zinc finger protein 572	pseudo
Merged-chr1-61670955-1	chr1	61670770	61671141	+	10.00	NA	intron (NM_001081050, intron 1 of 22)	L1Md_A|LINE|L1	32131	NM_001081050	72823	Mm.35153	NM_001081050	ENSMUSG00000052062	Pard3b	1810008K04Rik|2010002N16Rik|2810455B10Rik|Als2cr19|PAR3B|PAR3L|PAR3beta	par-3 family cell polarity regulator beta	protein-coding
Merged-chr6-53963119-1	chr6	53963052	53963187	+	10.00	NA	intron (NM_001289713, intron 3 of 12)	intron (NM_001289713, intron 3 of 12)	15554	NM_027749	71287	Mm.158654	NM_027749	ENSMUSG00000052955	Cpvl	4933436L16Rik|HVLP	carboxypeptidase, vitellogenic-like	protein-coding
Merged-chr2-45629945-1	chr2	45629796	45630095	+	10.00	NA	Intergenic	Intergenic	-66660	NR_040497	69405	Mm.396184	NR_040497	ENSMUSG00000086202	1700019E08Rik	-	RIKEN cDNA 1700019E08 gene	ncRNA
Merged-chr17-87766237-2	chr17	87766108	87766392	+	9.88	NA	intron (NM_199251, intron 1 of 1)	MER90|LTR|ERV1	31744	NM_199251	210741	Mm.312046	NM_199251	ENSMUSG00000050138	Kcnk12	mntk1	potassium channel, subfamily K, member 12	protein-coding
Merged-chr6-99368237-2	chr6	99368055	99368379	+	9.75	NA	intron (NM_053202, intron 1 of 18)	intron (NM_053202, intron 1 of 18)	67128	NM_053202	108655	Mm.234965	NM_053202	ENSMUSG00000030067	Foxp1	3110052D19Rik|4932443N09Rik|AI461938|AW494214	forkhead box P1	protein-coding
Merged-chr8-13258756-1	chr8	13258690	13258824	+	9.67	NA	intron (NM_001042650, intron 4 of 4)	intron (NM_001042650, intron 4 of 4)	-4595	NM_172750	234072	Mm.132785	NM_172750	ENSMUSG00000031448	Adprhl1	Arh2|D330008N11Rik	ADP-ribosylhydrolase like 1	protein-coding
Merged-chr2-174198780-1	chr2	174198724	174198837	+	9.67	NA	Intergenic	Intergenic	-14862	NR_040530	100038374	Mm.127249	NR_040530	ENSMUSG00000074555	Gm10714	-	predicted gene 10714	ncRNA
Merged-chr11-84561458-1	chr11	84561402	84561515	+	9.64	NA	Intergenic	Intergenic	35798	NR_038057	78365	Mm.260345	NR_038057	ENSMUSG00000087211	Lhx1os	1500016L03Rik|Lhx1as	LIM homeobox 1, opposite strand	ncRNA
Merged-chr2-4683267-1	chr2	4683203	4683332	+	9.58	NA	Intergenic	ORR1A1-int|LTR|ERVL-MaLR	-31132	NM_026045	67229	Mm.38529	NM_026045	ENSMUSG00000039449	Prpf18	2810441A10Rik	pre-mRNA processing factor 18	protein-coding
Merged-chr10-84346912-1	chr10	84346839	84346986	+	9.58	NA	Intergenic	Intergenic	93756	NM_001004363	77976	Mm.25874	NM_001004363	ENSMUSG00000020032	Nuak1	AU014801|AW494241|B230104P22Rik|Omphk1	NUAK family, SNF1-like kinase, 1	protein-coding
Merged-chr9-40146910-1	chr9	40146830	40146992	+	9.58	NA	Intergenic	L1_Mur2|LINE|L1	-1211	NM_001359300	75667	Mm.45821	NM_029379	ENSMUSG00000040541	Tmem225	1700030E15Rik|Tnen225	transmembrane protein 225	protein-coding
Merged-chr3-55088559-3	chr3	55088377	55088693	+	9.56	NA	Intergenic	RLTR42-int|LTR|ERVK	-23573	NM_144895	229285	Mm.235523	NM_144895	ENSMUSG00000036580	Spg20	AI840044|C79168|SPARTIN|Spart|TAHCCP1|mKIAA0610	spastic paraplegia 20, spartin (Troyer syndrome) homolog (human)	protein-coding
Merged-chr8-83005310-1	chr8	83005242	83005380	+	9.54	NA	intron (NM_177378, intron 3 of 6)	intron (NM_177378, intron 3 of 6)	141955	NM_177378	330812	Mm.491438	NM_177378	ENSMUSG00000047747	Rnf150	A630007N06Rik|C030044C12Rik|Greul5|mKIAA1214	ring finger protein 150	protein-coding
Merged-chr11-34257899-1	chr11	34257768	34258032	+	9.50	NA	intron (NM_033374, intron 39 of 51)	intron (NM_033374, intron 39 of 51)	-49811	NM_023907	14233	Mm.32926	NM_023907	ENSMUSG00000047861	Foxi1	5830401E05Rik|FREAC6|Fkh10|HFH-3|Hfh3	forkhead box I1	protein-coding
Merged-chr1-150938432-1	chr1	150938310	150938556	+	9.50	NA	intron (NM_001024720, intron 1 of 106)	ORR1A4|LTR|ERVL-MaLR	55002	NM_001024720	545370	Mm.379425	NM_001024720	ENSMUSG00000066842	Hmcn1	EG545370|FIBL-6|Gm201	hemicentin 1	protein-coding
Merged-chr10-86336667-1	chr10	86336598	86336737	+	9.50	NA	intron (NM_011595, intron 1 of 4)	intron (NM_011595, intron 1 of 4)	36255	NM_011595	21859	Mm.4871	NM_011595	ENSMUSG00000020044	Timp3	Timp-3	tissue inhibitor of metalloproteinase 3	protein-coding
Merged-chr15-30271590-1	chr15	30271529	30271652	+	9.50	NA	intron (NM_008729, intron 1 of 22)	intron (NM_008729, intron 1 of 22)	99056	NM_001355502	18163	Mm.321648	NM_008729	ENSMUSG00000022240	Ctnnd2	Catnd2|Nprap|neurojugin	catenin (cadherin associated protein), delta 2	protein-coding
Merged-chr17-85864374-1	chr17	85864264	85864485	+	9.44	NA	Intergenic	Intergenic	-176120	NM_011380	20472	Mm.5039	NM_011380	ENSMUSG00000024134	Six2	-	sine oculis-related homeobox 2	protein-coding
Merged-chr2-128612090-1	chr2	128612032	128612150	+	9.44	NA	3' UTR (NM_008569, exon 48 of 48)	3' UTR (NM_008569, exon 48 of 48)	19750	NM_001310641	241634	Mm.297682	NM_001310641	ENSMUSG00000074812	Spdye4c	Gm355|SpeedyB3|SpyB3	speedy/RINGO cell cycle regulator family, member E4C	protein-coding
Merged-chr4-72186583-1	chr4	72186471	72186696	+	9.37	NA	intron (NM_001285532, intron 4 of 6)	intron (NM_001285532, intron 4 of 6)	14310	NM_001285532	21885	Mm.278444	NM_011599	ENSMUSG00000008305	Tle1	C230057C06Rik|Estm14|Grg-1|Grg1|Tle4l	transducin-like enhancer of split 1	protein-coding
Merged-chr9-115940922-1	chr9	115940855	115940991	+	9.37	NA	intron (NM_028638, intron 2 of 14)	intron (NM_028638, intron 2 of 14)	31468	NM_028638	73748	Mm.485018	NM_028638	ENSMUSG00000056880	Gadl1	1110027M19Rik|ADC|CSADC	glutamate decarboxylase-like 1	protein-coding
Merged-chr11-58757867-1	chr11	58757811	58757924	+	9.37	NA	exon (NM_001011818, exon 1 of 1)	exon (NM_001011818, exon 1 of 1)	200	NM_001011818	258064	Mm.377340	NM_001011818	ENSMUSG00000107677	Olfr316	MOR285-3P|MOR285-6_p	olfactory receptor 316	protein-coding
Merged-chr6-103444351-1	chr6	103444240	103444464	+	9.37	NA	Intergenic	L1_Mus3|LINE|L1	-66524	NM_007697	12661	Mm.251288	NM_007697	ENSMUSG00000030077	Chl1	A530023M13Rik|AI465420|CALL|LICAM2	cell adhesion molecule L1-like	protein-coding
Merged-chr14-32977717-1	chr14	32977636	32977799	+	9.37	NA	intron (NM_001146022, intron 48 of 58)	intron (NM_001146022, intron 48 of 58)	-13665	NM_001146021	67580	Mm.46115	NM_026253	ENSMUSG00000041673	Lrrc18	4930442L21Rik|MTLR1	leucine rich repeat containing 18	protein-coding
Merged-chr17-83112350-1	chr17	83112275	83112426	+	9.37	NA	Intergenic	Intergenic	-34125	NR_045094	100503434	Mm.187281	NR_045094	ENSMUSG00000117399	Gm19689	-	predicted gene, 19689	ncRNA
Merged-chr6-30705650-1	chr6	30705546	30705755	+	9.37	NA	Intergenic	Intergenic	-11901	NR_130775	83922	Mm.65389	NM_031998	ENSMUSG00000029790	Cep41	1700017E11Rik|2810431D15Rik|Tsga14	centrosomal protein 41	protein-coding
Merged-chr4-125582303-1	chr4	125582250	125582357	+	9.37	NA	intron (NM_001081097, intron 1 of 15)	intron (NM_001081097, intron 1 of 15)	77554	NR_035409	100124641		NR_035409	ENSMUSG00000076033	Mir692-3	Mir692-2b|Mirn692-2b|mmu-mir-692-3	microRNA 692-3	ncRNA
Merged-chr12-32137556-1	chr12	32137480	32137633	+	9.37	NA	Intergenic	ORR1C1|LTR|ERVL-MaLR	70914	NM_001146201	30955	Mm.101369	NM_020272	ENSMUSG00000020573	Pik3cg	5830428L06Rik|PI3Kgamma|p110gamma|p120-PI3K	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	protein-coding
Merged-chr5-119894955-1	chr5	119894858	119895053	+	9.29	NA	Intergenic	Intergenic	60292	NM_011537	21388	Mm.103636	NM_011537	ENSMUSG00000018263	Tbx5	-	T-box 5	protein-coding
Merged-chr11-35915402-1	chr11	35915344	35915462	+	9.29	NA	intron (NM_170779, intron 1 of 22)	intron (NM_170779, intron 1 of 22)	65124	NM_170779	211652	Mm.31267	NM_170779	ENSMUSG00000018849	Wwc1	AA408228|AU017197|BC037006|Kibra	WW, C2 and coiled-coil domain containing 1	protein-coding
Merged-chr3-107676149-1	chr3	107676060	107676240	+	9.29	NA	intron (NM_001357110, intron 2 of 16)	intron (NM_001357110, intron 2 of 16)	19906	NM_001357112	229709	Mm.220328	NM_145542	ENSMUSG00000027893	Ahcyl1	1110034F20Rik|AA409031|AA414901|Ahcy-rs3|DCAL|Irbit	S-adenosylhomocysteine hydrolase-like 1	protein-coding
Merged-chr8-3141923-1	chr8	3141833	3142015	+	9.29	NA	Intergenic	IAP-d-int|LTR|ERVK	137693	NM_010568	16337	Mm.268003	NM_010568	ENSMUSG00000005534	Insr	4932439J01Rik|CD220|D630014A15Rik|IR|IR-A|IR-B	insulin receptor	protein-coding
Merged-chr12-55384892-1	chr12	55384825	55384961	+	9.23	NA	intron (NM_001310583, intron 1 of 6)	RMER21B|LTR|ERV1	671	NM_001310583	26443	Mm.30210	NM_011968	ENSMUSG00000021024	Psma6	IOTA	proteasome (prosome, macropain) subunit, alpha type 6	protein-coding
Merged-chr8-72302165-1	chr8	72302099	72302233	+	9.17	NA	Intergenic	B2_Mm2|SINE|B2	-16896	NM_008452	16598	Mm.26938	NM_008452	ENSMUSG00000055148	Klf2	Lklf	Kruppel-like factor 2 (lung)	protein-coding
Merged-chr3-109528841-1	chr3	109528783	109528900	+	9.17	NA	intron (NM_020505, intron 15 of 26)	intron (NM_020505, intron 15 of 26)	-45166	NM_146139	57257	Mm.282257	NM_020505	ENSMUSG00000033721	Vav3	A530094I06Rik|AA986410|Idd18.1	vav 3 oncogene	protein-coding
Merged-chr19-56306800-1	chr19	56306746	56306856	+	9.17	NA	exon (NM_001329936, exon 3 of 7)	exon (NM_001329936, exon 3 of 7)	18889	NM_001329935	226243	Mm.25791	NM_146101	ENSMUSG00000025075	Habp2	AI035669|FSAP|HABP|HGFAL|PHBP	hyaluronic acid binding protein 2	protein-coding
Merged-chr8-106041644-1	chr8	106041591	106041699	+	9.17	NA	intron (NM_025518, intron 7 of 15)	intron (NM_025518, intron 7 of 15)	-17173	NM_001368797	18021	Mm.383185	NM_010901	ENSMUSG00000031902	Nfatc3	C80703|D8Ertd281e|NFAT4|NFATx	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3	protein-coding
Merged-chr4-98843439-1	chr4	98843354	98843525	+	9.17	NA	Intergenic	Intergenic	-19599	NR_151512	545660	Mm.331722	NM_001033982	ENSMUSG00000073794	I0C0044D17Rik	-	RIKEN cDNA I0C0044D17 gene	ncRNA
Merged-chr7-75998960-1	chr7	75998896	75999025	+	9.17	NA	Intergenic	Intergenic	150622	NM_001122780	207952	Mm.206223	NM_029652	ENSMUSG00000055652	Klhl25	2810402K13Rik|BC027373|Enc-1	kelch-like 25	protein-coding
Merged-chr13-55990827-1	chr13	55990752	55990903	+	9.11	NA	Intergenic	Intergenic	144723	NM_012015	26914	Mm.283802	NM_012015	ENSMUSG00000015937	H2afy	H2AF12M|mH2a1|macroH2A1	H2A histone family, member Y	protein-coding
Merged-chr13-9388928-1	chr13	9388871	9388986	+	9.06	NA	intron (NM_001081426, intron 1 of 36)	intron (NM_001081426, intron 1 of 36)	112403	NM_001081426	208440	Mm.217326	NM_172459	ENSMUSG00000048264	Dip2c	2900024P20Rik|9630044M06|mKIAA0934	disco interacting protein 2 homolog C	protein-coding
Merged-chr15-59662775-1	chr15	59662709	59662842	+	9.06	NA	Intergenic	Intergenic	14121	NM_144549	211770	Mm.40298	NM_144549	ENSMUSG00000032501	Trib1	A530090O15Rik|TRB-1|Trb1	tribbles pseudokinase 1	protein-coding
Merged-chr13-20536736-1	chr13	20536593	20536880	+	9.00	NA	intron (NM_198093, intron 1 of 6)	L1Md_T|LINE|L1	63746	NM_198093	140580	Mm.342392	NM_080288	ENSMUSG00000041112	Elmo1	6330578D22Rik|C230095H21Rik|CED-12	engulfment and cell motility 1	protein-coding
Merged-chr8-86342534-1	chr8	86342453	86342616	+	9.00	NA	Intergenic	Intergenic	224056	NM_172912	244562	Mm.67485	NM_172912	ENSMUSG00000036872	Abcc12	4930467B22Rik|MRP9	ATP-binding cassette, sub-family C (CFTR/MRP), member 12	protein-coding
Merged-chr9-122784462-1	chr9	122784399	122784527	+	9.00	NA	intron (NM_001199736, intron 11 of 19)	intron (NM_001199736, intron 11 of 19)	-21084	NM_001013405	382117	Mm.215892	NM_001013405	ENSMUSG00000046603	Tcaim	D9Ertd402e|Gm1129|TOAG-1	T cell activation inhibitor, mitochondrial	protein-coding
Merged-chr3-109698393-1	chr3	109698336	109698451	+	9.00	NA	Intergenic	Intergenic	124386	NM_146139	57257	Mm.282257	NM_020505	ENSMUSG00000033721	Vav3	A530094I06Rik|AA986410|Idd18.1	vav 3 oncogene	protein-coding
Merged-chr17-15319682-1	chr17	15319605	15319761	+	9.00	NA	Intergenic	Intergenic	34778	NR_033511	100038481	Mm.387544	NR_033511		Gm10510	-	predicted gene 10510	ncRNA
Merged-chr13-10955156-1	chr13	10955100	10955214	+	9.00	NA	Intergenic	RSINE1|SINE|B4	-566895	NR_027813	664793	Mm.410565	NR_027813	ENSMUSG00000113593	Zp4-ps	EG664793|Zp4|Zpb	zona pellucida glycoprotein 4, pseudogene	pseudo
Merged-chr6-43093298-1	chr6	43093228	43093369	+	9.00	NA	Intergenic	L1_Mus3|LINE|L1	-22446	NM_146655	258649	Mm.271494	NM_146655	ENSMUSG00000094669	Olfr441	MOR261-3	olfactory receptor 441	protein-coding
Merged-chr13-102963564-1	chr13	102963463	102963667	+	9.00	NA	intron (NM_175171, intron 4 of 28)	intron (NM_175171, intron 4 of 28)	203310	NR_130171	76624	Mm.426384	NR_130171	ENSMUSG00000091906	1700099I09Rik	-	RIKEN cDNA 1700099I09 gene	ncRNA
Merged-chr15-35272270-1	chr15	35272198	35272344	+	8.93	NA	Intergenic	Intergenic	-23827	NM_054049	107587	Mm.46336	NM_054049	ENSMUSG00000022330	Osr2	5430409I15Rik|Osr2A|Osr2B	odd-skipped related 2	protein-coding
Merged-chr7-89135315-1	chr7	89135232	89135400	+	8.93	NA	Intergenic	Intergenic	203471	NM_001360745	72759	Mm.208477	NM_028343	ENSMUSG00000039428	Tmem135	2810439K08Rik|AW319712|PMP52	transmembrane protein 135	protein-coding
Merged-chr19-36356386-1	chr19	36356311	36356462	+	8.93	NA	intron (NM_001368690, intron 1 of 9)	intron (NM_001368690, intron 1 of 9)	8057	NM_001368690	76073	Mm.259180	NM_029508	ENSMUSG00000024805	Pcgf5	0610009F02Rik|1110054A01Rik|5830406C17Rik|5830443C21Rik|9530023M17Rik|AI324127	polycomb group ring finger 5	protein-coding
Merged-chr18-77814035-1	chr18	77813974	77814098	+	8.89	NA	intron (NM_013831, intron 1 of 14)	intron (NM_013831, intron 1 of 14)	-17646	NR_152167	619308	Mm.490456	NM_001033812		F830208F22Rik	-	RIKEN cDNA F830208F22 gene	ncRNA
Merged-chr2-144584369-1	chr2	144584308	144584431	+	8.89	NA	intron (NM_001355379, intron 15 of 19)	intron (NM_001355379, intron 15 of 19)	-9696	NM_001033297	228715	Mm.27391	NM_001033297	ENSMUSG00000074754	Smim26	Gm561	small integral membrane protein 26	protein-coding
Merged-chr11-121167338-1	chr11	121167237	121167441	+	8.89	NA	Intergenic	Intergenic	7068	NM_145440	217369	Mm.20122	NM_145440	ENSMUSG00000039321	Uts2r	Gpr14|UR-2-R|UTR|UTR2	urotensin 2 receptor	protein-coding
Merged-chr5-21602229-1	chr5	21602168	21602292	+	8.86	NA	intron (NM_177076, intron 7 of 19)	intron (NM_177076, intron 7 of 19)	43375	NM_177076	320118	Mm.442295	NM_177076	ENSMUSG00000048520	Fbxl13	4921539K22Rik	F-box and leucine-rich repeat protein 13	protein-coding
Merged-chr15-62274034-1	chr15	62273952	62274117	+	8.85	NA	Intergenic	Intergenic	-54583	NR_003523	67552	Mm.484027	NM_026230		H2afy3	4933432H23Rik	H2A histone family, member Y3	pseudo
Merged-chr12-77842093-1	chr12	77842015	77842173	+	8.75	NA	Intergenic	X6B_LINE|LINE|CR1	-384561	NM_145965	268566	Mm.341742	NM_145965	ENSMUSG00000047454	Gphn	5730552E08Rik|AI662856|BC027112|C230040D23|GPH|GPHRYN|geph	gephyrin	protein-coding
Merged-chr15-97169737-2	chr15	97169545	97169903	+	8.75	NA	Intergenic	Intergenic	-2480	NR_155279	102635594	Mm.392594	NR_155278	ENSMUSG00000116295	Gm32885	-	predicted gene, 32885	ncRNA
Merged-chr12-55963096-1	chr12	55963022	55963171	+	8.75	NA	Intergenic	Intergenic	126730	NR_155205	52592	Mm.24761	NM_027867	ENSMUSG00000012076	Brms1l	0710008O11Rik|AI159718|BRMS1|D12Ertd407e	breast cancer metastasis-suppressor 1-like	protein-coding
Merged-chr2-50451553-1	chr2	50451497	50451610	+	8.75	NA	Intergenic	Intergenic	96528	NR_154590	102634280		NR_154590		Gm48908	-	predicted gene 48908	ncRNA
Merged-chr13-54285067-1	chr13	54284998	54285137	+	8.75	NA	Intergenic	Intergenic	-17489	NR_155492	12890	Mm.268902	NM_009946	ENSMUSG00000025867	Cplx2	921-L|AI413745|AW492120|Gm34843	complexin 2	protein-coding
Merged-chr18-66510376-1	chr18	66510316	66510437	+	8.75	NA	non-coding (NR_040528, exon 3 of 3)	non-coding (NR_040528, exon 3 of 3)	6198	NR_040528	100503565	Mm.98256	NR_040528	ENSMUSG00000118376	Gm9926	-	predicted gene 9926	ncRNA
Merged-chr14-53676308-2	chr14	53675854	53676670	+	8.75	NA	Intergenic	Intergenic	577667	NM_001113358	13135	Mm.319038	NM_010015	ENSMUSG00000022174	Dad1	AI323713	defender against cell death 1	protein-coding
Merged-chr2-146186678-1	chr2	146186599	146186759	+	8.75	NA	intron (NM_001369121, intron 25 of 26)	L1_Mus4|LINE|L1	-35318	NM_016889	53626	Mm.379070	NM_016889	ENSMUSG00000068154	Insm1	IA-1	insulinoma-associated 1	protein-coding
Merged-chr11-60545733-1	chr11	60545608	60545860	+	8.75	NA	intron (NM_172943, intron 1 of 3)	intron (NM_172943, intron 1 of 3)	8051	NM_172943	268420	Mm.262056	NM_172943	ENSMUSG00000042650	Alkbh5	AW050020|AW215868|Abh5|E130207K11|Ofoxd	alkB homolog 5, RNA demethylase	protein-coding
Merged-chr19-24788562-1	chr19	24788508	24788618	+	8.75	NA	intron (NM_175013, intron 6 of 10)	intron (NM_175013, intron 6 of 10)	73279	NM_175013	226041	Mm.105222	NM_175013	ENSMUSG00000041731	Pgm5	4833423B07|9530034F03Rik|D830025G17|aciculin	phosphoglucomutase 5	protein-coding
Merged-chr8-36542506-1	chr8	36542445	36542569	+	8.75	NA	Intergenic	Intergenic	53316	NM_176952	319582	Mm.180924	NM_176952	ENSMUSG00000039620	Trmt9b	6430573F11Rik|Kiaa1456|TRM9L	tRNA methyltransferase 9B	protein-coding
Merged-chr17-34958301-1	chr17	34958203	34958401	+	8.75	NA	exon (NM_010478, exon 1 of 1)	exon (NM_010478, exon 1 of 1)	936	NM_010478	15511	Mm.372314	NM_010478	ENSMUSG00000090877	Hspa1b	HSP70B1|Hsp70|Hsp70-1|Hsp70.1|hsp68	heat shock protein 1B	protein-coding
Merged-chr4-110122787-1	chr4	110122705	110122870	+	8.75	NA	Intergenic	Intergenic	144762	NM_172296	242620	Mm.32825	NM_172296	ENSMUSG00000047143	Dmrta2	Dmrt5	doublesex and mab-3 related transcription factor like family A2	protein-coding
Merged-chr16-20120629-1	chr16	20120560	20120700	+	8.75	NA	intron (NM_029436, intron 7 of 7)	B1_Mus2|SINE|Alu	-20433	NM_001145931	208146	Mm.390895	NM_001033237	ENSMUSG00000041215	Yeats2	BC042768|mKIAA1197	YEATS domain containing 2	protein-coding
Merged-chr5-29531381-1	chr5	29531323	29531441	+	8.75	NA	Intergenic	Intergenic	-6567	NR_102704	619355	Mm.426744	NR_102704		Gm6083	-	developmental pluripotency associated 5 pseudogene	pseudo
Merged-chr4-114484227-1	chr4	114484135	114484320	+	8.75	NA	intron (NM_001085549, intron 2 of 6)	intron (NM_001085549, intron 2 of 6)	77503	NM_001085549	666048	Mm.331779	NM_001085549	ENSMUSG00000070867	Trabd2b	Gm12824|Hkat	TraB domain containing 2B	protein-coding
Merged-chr4-136754332-2	chr4	136754204	136754523	+	8.70	NA	intron (NM_010142, intron 3 of 15)	intron (NM_010142, intron 3 of 15)	81649	NM_010142	13844	Mm.250981	NM_010142	ENSMUSG00000028664	Ephb2	Cek5|Drt|ETECK|Erk|Hek5|Nuk|Prkm5|Qek5|Sek3|Tyro5	Eph receptor B2	protein-coding
Merged-chr17-27259232-1	chr17	27259140	27259326	+	8.64	NA	Intergenic	Intergenic	-11167	NR_131118	319720	Mm.394996	NR_131118	ENSMUSG00000117916	9630028I04Rik	-	RIKEN cDNA 9630028I04 gene	ncRNA
Merged-chr11-116768298-1	chr11	116768245	116768353	+	8.61	NA	intron (NM_011371, intron 2 of 8)	intron (NM_011371, intron 2 of 8)	7208	NM_011371	20445	Mm.436887	NM_011371	ENSMUSG00000009588	St6galnac1	Siat7a	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	protein-coding
Merged-chr12-79076627-1	chr12	79076540	79076715	+	8.61	NA	intron (NM_181073, intron 25 of 28)	intron (NM_181073, intron 25 of 28)	13043	NM_029988	110417	Mm.268317	NM_029988	ENSMUSG00000021120	Pigh	2210416H01Rik|A930028P05Rik	phosphatidylinositol glycan anchor biosynthesis, class H	protein-coding
Merged-chr11-24270913-1	chr11	24270857	24270970	+	8.61	NA	Intergenic	Intergenic	190218	NM_001159290	14025	Mm.53687	NM_016707	ENSMUSG00000000861	Bcl11a	2810047E18Rik|BCL-11A|Ctip1|D930021L15Rik|Evi9|Evi9a|Evi9b|Evi9c|mKIAA1809	B cell CLL/lymphoma 11A (zinc finger protein)	protein-coding
Merged-chr13-6981785-1	chr13	6981658	6981914	+	8.61	NA	Intergenic	Intergenic	-333015	NM_019703	56421	Mm.273874	NM_019703	ENSMUSG00000021196	Pfkp	1200015H23Rik|9330125N24Rik|ATP-PFK|PFK-C|PFK-P	phosphofructokinase, platelet	protein-coding
Merged-chr8-110538782-1	chr8	110538712	110538854	+	8.57	NA	exon (NM_172916, exon 50 of 87)	exon (NM_172916, exon 50 of 87)	-36427	NR_105058	100861869	Mm.84499	NR_105058		Gm21283	-	predicted gene, 21283	ncRNA
Merged-chr13-92461719-1	chr13	92461663	92461777	+	8.57	NA	intron (NM_001163627, intron 5 of 5)	RLTR17B_Mm|LTR|ERVK	22311	NM_001163627	73942	Mm.85935	NM_001163627	ENSMUSG00000034334	Fam151b	4930405M20Rik	family with sequence similarity 151, member B	protein-coding
Merged-chr7-66528732-1	chr7	66528670	66528795	+	8.57	NA	Intergenic	Intergenic	-101255	NM_053080	56847	Mm.140988	NM_053080	ENSMUSG00000015134	Aldh1a3	ALDH6|RALDH3|V1	aldehyde dehydrogenase family 1, subfamily A3	protein-coding
