PeakID (cmd=annotatePeaks.pl DN1_less_accessible_peaks.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1682	chr15	80814728	80814999	+	0	NA	intron (NM_177124, intron 1 of 21)	intron (NM_177124, intron 1 of 21)	16253	NM_177124	213988	Mm.131328	NM_144812	ENSMUSG00000047888	Tnrc6b	2700090M07Rik|A730065C02Rik|AI848765|D230019K20Rik	trinucleotide repeat containing 6b	protein-coding
857	chr7	65156182	65156363	+	0	NA	exon (NM_183087, exon 1 of 10)	exon (NM_183087, exon 1 of 10)	256	NM_183087	70638	Mm.441986	NM_183087	ENSMUSG00000030518	Fam189a1	5730507A09Rik|AW047451	family with sequence similarity 189, member A1	protein-coding
1258	chr11	22906666	22906933	+	0	NA	intron (NM_001361661, intron 2 of 2)	intron (NM_001361661, intron 2 of 2)	-46463	NM_001169114	53625	Mm.395495	NM_016888	ENSMUSG00000051650	B3gnt2	AA408337|AA409404|AW260308|B3Galt6|B3gnt1|BGnT-1|BGnT-2|BGnT1|BGnT2|Beta3gnt	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	protein-coding
115	chr1	157426103	157426272	+	0	NA	Intergenic	LTR85b|LTR|Gypsy?	-13592	NM_177644	226525	Mm.235028	NM_177644	ENSMUSG00000070565	Rasal2	6530401P13|A330066M24Rik	RAS protein activator like 2	protein-coding
1745	chr16	78554933	78555121	+	0	NA	intron (NM_001252438, intron 2 of 4)	intron (NM_001252438, intron 2 of 4)	-5289	NR_040569	75818	Mm.410817	NR_040569	ENSMUSG00000116628	4930478L05Rik	-	RIKEN cDNA 4930478L05 gene	ncRNA
1097	chr9	86701942	86702153	+	0	NA	TTS (NR_045835)	TTS (NR_045835)	-6133	NM_008615	17436	Mm.148155	NM_008615	ENSMUSG00000032418	Me1	D9Ertd267e|Mdh-1|Mod-1|Mod1	malic enzyme 1, NADP(+)-dependent, cytosolic	protein-coding
1409	chr12	101766368	101766548	+	0	NA	intron (NM_001361987, intron 6 of 10)	intron (NM_001361987, intron 6 of 10)	-47935	NM_001082976	74413	Mm.275939	NM_028924	ENSMUSG00000021187	Tc2n	4933406D09Rik|Mtac2d1|Tac2-N	tandem C2 domains, nuclear	protein-coding
1044	chr9	4283741	4284103	+	0	NA	Intergenic	Intergenic	25572	NM_001326359	67618	Mm.33970	NM_026276	ENSMUSG00000025894	Aasdhppt	2010309J24Rik|2810407B07Rik|AASD-PPT|CGI-80|LYS2|LYS5	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	protein-coding
167	chr2	25940513	25940950	+	0	NA	intron (NM_001276361, intron 11 of 17)	intron (NM_001276361, intron 11 of 17)	42551	NM_001276360	227634	Mm.36834	NM_001115076	ENSMUSG00000026933	Camsap1	9530003A05Rik|C77823|PRO2405	calmodulin regulated spectrin-associated protein 1	protein-coding
164	chr2	21964092	21964277	+	0	NA	Intergenic	Intergenic	-263319	NM_148413	667663	Mm.330033	NM_148413	ENSMUSG00000025716	Myo3a	9030416P08Rik	myosin IIIA	protein-coding
926	chr7	145269213	145269434	+	0	NA	intron (NR_132642, intron 8 of 23)	intron (NR_132642, intron 8 of 23)	14688	NM_146206	233979	Mm.102235	NM_146206	ENSMUSG00000048677	Tpcn2	D830047E22Rik|Gm35086	two pore segment channel 2	protein-coding
311	chr2	168024106	168024326	+	0	NA	Intergenic	Intergenic	-13598	NM_001080708	69553	Mm.68454	NM_001080708	ENSMUSG00000074577	Ripor3	2310033K02Rik|Fam65c|Gm124	RIPOR family member 3	protein-coding
912	chr7	132359135	132359491	+	0	NA	Intergenic	Intergenic	-42085	NM_029935	77590	Mm.213582	NM_029935	ENSMUSG00000030930	Chst15	4631426J05Rik|BRAG|GalNAc4S-6ST|GalNAcS-6ST|MAd5|mKIAA0598	carbohydrate sulfotransferase 15	protein-coding
1172	chr10	62306651	62306949	+	0	NA	intron (NM_010438, intron 5 of 21)	Lx4B|LINE|L1	33621	NM_001146100	15275	Mm.196605	NM_010438	ENSMUSG00000037012	Hk1	BB404130|Hk-1|Hk1-s|dea|mHk1-s	hexokinase 1	protein-coding
137	chr1	185550916	185551078	+	0	NA	intron (NR_030555, intron 2 of 6)	intron (NR_030555, intron 2 of 6)	13661	NR_030555	100124483		NR_030555	ENSMUSG00000076976	Mir297c	Mirn297c	microRNA 297c	ncRNA
788	chr6	128299911	128300191	+	0	NA	intron (NM_001080979, intron 1 of 10)	intron (NM_001080979, intron 1 of 10)	762	NM_001080979	21679	Mm.14774	NM_011567	ENSMUSG00000030353	Tead4	ETFR-2|Etfr2|FR-19|Rtef1|TEAD-4|TEF-3|Tcf13r1|Tef3|Tefr|Tefr1|Tefr1a	TEA domain family member 4	protein-coding
1923	chr18	35865432	35865658	+	0	NA	Intergenic	Intergenic	10858	NM_001357459	67393	Mm.94560	NM_133687	ENSMUSG00000046668	Cxxc5	4930415K17Rik	CXXC finger 5	protein-coding
551	chr4	148914906	148915106	+	0	NA	intron (NM_027195, intron 4 of 15)	intron (NM_027195, intron 4 of 15)	25659	NR_161310	69743	Mm.233879	NM_027195	ENSMUSG00000028977	Casz1	2410019P08Rik|AV096627|BC040081|Cst|D4Ertd432e	castor zinc finger 1	protein-coding
1366	chr12	40839853	40840155	+	0	NA	intron (NM_172803, intron 51 of 52)	intron (NM_172803, intron 51 of 52)	-184086	NM_053122	93757	Mm.363813	NM_053122	ENSMUSG00000056899	Immp2l	AI853880|IMP2|Tg(HLA-A/H2-D)2Enge	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)	protein-coding
1898	chr18	9506037	9506259	+	0	NA	Intergenic	Intergenic	-55994	NM_026484	67974	Mm.86523	NM_026484	ENSMUSG00000024286	Ccny	1700025H17Rik|3110050L10Rik|4631402G10Rik|5730405I09Rik	cyclin Y	protein-coding
632	chr5	100643950	100644201	+	0	NA	Intergenic	Intergenic	30181	NM_027978	71883	Mm.260661	NM_027978	ENSMUSG00000029319	Coq2	2310002F18Rik|PHB:PPT	coenzyme Q2 4-hydroxybenzoate polyprenyltransferase	protein-coding
1707	chr16	20798224	20798693	+	0	NA	Intergenic	Intergenic	-63947	NM_009379	21832	Mm.3943	NM_009379	ENSMUSG00000022847	Thpo	Mgdf|Ml|Mpllg|Tpo	thrombopoietin	protein-coding
558	chr5	3279075	3279443	+	0	NA	Intergenic	RLTR45|LTR|ERVK	-64634	NM_009873	12571	Mm.31672	NM_009873	ENSMUSG00000040274	Cdk6	AI504062|Crk2	cyclin-dependent kinase 6	protein-coding
511	chr4	102636029	102636290	+	0	NA	Intergenic	Intergenic	46316	NM_001177981	18578	Mm.20181	NM_019840	ENSMUSG00000028525	Pde4b	Dpde4|R74983|dunce	phosphodiesterase 4B, cAMP specific	protein-coding
599	chr5	52288317	52288762	+	0	NA	Intergenic	Tigger5|DNA|TcMar-Tigger	-72106	NR_040717	414111	Mm.417638	NR_040717	ENSMUSG00000106464	C130083M11Rik	-	RIKEN cDNA C130083M11 gene	ncRNA
1810	chr17	34744704	34744885	+	0	NA	promoter-TSS (NM_009780)	promoter-TSS (NM_009780)	-897	NM_009780	12268	Mm.477109	NM_009780	ENSMUSG00000073418	C4b	C4|Ss	complement component 4B (Chido blood group)	protein-coding
1214	chr10	103719065	103719669	+	0	NA	Intergenic	RMER17B|LTR|ERVK	351559	NM_001252330	103098	Mm.458408	NM_175328	ENSMUSG00000019894	Slc6a15	AA536730|AI326450|AI326451|v7-3	solute carrier family 6 (neurotransmitter transporter), member 15	protein-coding
1356	chr12	32015478	32015687	+	0	NA	intron (NM_001364408, intron 2 of 10)	intron (NM_001364408, intron 2 of 10)	45007	NM_001364408	19088	Mm.25594	NM_011158	ENSMUSG00000002997	Prkar2b	AI451071|AW061005|PKARIIbeta|Pkarb2|RII(beta)	protein kinase, cAMP dependent regulatory, type II beta	protein-coding
1120	chr9	123153876	123154041	+	0	NA	intron (NM_011606, intron 1 of 2)	intron (NM_011606, intron 1 of 2)	3012	NM_011606	21922	Mm.34588	NM_011606	ENSMUSG00000025784	Clec3b	Tna	C-type lectin domain family 3, member b	protein-coding
1674	chr15	67048792	67048955	+	0	NA	Intergenic	Intergenic	-79232	NM_008681	17988	Mm.30837	NM_008681	ENSMUSG00000005125	Ndrg1	CAP43|CMT4D|DRG1|HMSNL|NMSL|Ndr1|Ndrl|PROXY1|RTP|TDD5	N-myc downstream regulated gene 1	protein-coding
828	chr7	30966602	30966933	+	0	NA	intron (NM_017405, intron 2 of 9)	ID4|SINE|ID	6702	NM_001164184	54135	Mm.4067	NM_017405	ENSMUSG00000001247	Lsr	ILDR3|Lisch7	lipolysis stimulated lipoprotein receptor	protein-coding
365	chr3	79852678	79852930	+	0	NA	Intergenic	MLT1F|LTR|ERVL-MaLR	-10142	NM_027495	70652	Mm.46635	NM_027495	ENSMUSG00000027956	Tmem144	1110057I03Rik|5730537D05Rik	transmembrane protein 144	protein-coding
1784	chr17	13731849	13732015	+	0	NA	intron (NM_022311, intron 1 of 2)	intron (NM_022311, intron 1 of 2)	-28609	NM_010806	17356	Mm.59167	NM_010806	ENSMUSG00000068036	Afdn	5033403D15Rik|AF6|Af-6|Afadin|Gm314|I-afadin|Mllt4|S-afadin	afadin, adherens junction formation factor	protein-coding
932	chr8	8593520	8594177	+	0	NA	Intergenic	Intergenic	67394	NM_010111	13642	Mm.209813	NM_010111	ENSMUSG00000001300	Efnb2	ELF-2|Epl5|Eplg5|Htk-L|LERK-5|Lerk5|NLERK-1	ephrin B2	protein-coding
1051	chr9	20987935	20988290	+	0	NA	Intergenic	Intergenic	-11319	NM_010333	14739	Mm.46493	NM_010333	ENSMUSG00000043895	S1pr2	1100001A16Rik|Edg5|Gpcr13|H218|LPb2|S1P2	sphingosine-1-phosphate receptor 2	protein-coding
1651	chr15	34295791	34296210	+	0	NA	Intergenic	MERVK26-int|LTR|ERVK	-10681	NM_016762	17181	Mm.396856	NM_016762	ENSMUSG00000022324	Matn2	Crtm2|matrilin-2	matrilin 2	protein-coding
1697	chr16	7150520	7150716	+	0	NA	intron (NM_183188, intron 1 of 12)	intron (NM_183188, intron 1 of 12)	80783	NM_183188	268859	Mm.370334	NM_021477	ENSMUSG00000008658	Rbfox1	A2bp|A2bp1|Hrnbp1|fox-1	RNA binding protein, fox-1 homolog (C. elegans) 1	protein-coding
1509	chr13	89428297	89428995	+	0	NA	Intergenic	Intergenic	-111990	NM_013500	12950	Mm.266790	NM_013500	ENSMUSG00000021613	Hapln1	BB099155|CLP|Crtl1|Crtl1l|LP|LP-1	hyaluronan and proteoglycan link protein 1	protein-coding
863	chr7	68085439	68085619	+	0	NA	intron (NM_010513, intron 2 of 20)	intron (NM_010513, intron 2 of 20)	133272	NM_010513	16001	Mm.275742	NM_010513	ENSMUSG00000005533	Igf1r	A330103N21Rik|CD221|D930020L01|IGF-1R|hyft	insulin-like growth factor I receptor	protein-coding
1630	chr14	122019876	122020164	+	0	NA	exon (NM_026861, exon 9 of 9)	exon (NM_026861, exon 9 of 9)	-14654	NM_001037744	223262	Mm.297637	NM_001037744	ENSMUSG00000071229	Timm8a2	-	translocase of inner mitochondrial membrane 8A2	protein-coding
406	chr3	129946189	129946600	+	0	NA	intron (NM_001293644, intron 1 of 6)	intron (NM_001293644, intron 1 of 6)	23812	NM_025779	66815	Mm.31056	NM_025779	ENSMUSG00000027994	Mcub	9030408N13Rik|Ccdc109b	mitochondrial calcium uniporter dominant negative beta subunit	protein-coding
1397	chr12	86784007	86784175	+	0	NA	Intergenic	Intergenic	49722	NM_001195767	627607	Mm.341880	NM_001195767	ENSMUSG00000059114	Lrrc74a	EG627607|Gm6772|Lrrc74	leucine rich repeat containing 74A	protein-coding
830	chr7	34984975	34985704	+	0	NA	intron (NM_008820, intron 9 of 14)	ORR1F|LTR|ERVL-MaLR	71227	NM_009884	12611	Mm.273090	NM_009884	ENSMUSG00000056216	Cebpg	C/EBP[g]|C/EBPgamma|GPE1-BP|Gpe1bp|Ig/EBP	CCAAT/enhancer binding protein (C/EBP), gamma	protein-coding
1826	chr17	51244195	51244400	+	0	NA	Intergenic	RLTR26B_MM|LTR|ERVK	-33691	NR_037264	100526494		NR_037264	ENSMUSG00000105365	Mir669a-10	mmu-mir-669a-10	microRNA 669a-10	ncRNA
618	chr5	77405509	77405707	+	0	NA	intron (NM_001159518, intron 1 of 5)	intron (NM_001159518, intron 1 of 5)	2437	NM_008048	29817	Mm.233470	NM_008048	ENSMUSG00000036256	Igfbp7	AGM|Fstl2|Mac25	insulin-like growth factor binding protein 7	protein-coding
1794	chr17	25156256	25156507	+	0	NA	intron (NM_011930, intron 17 of 24)	L1MB5|LINE|L1	-4122	NR_162789	114483643		NR_162789		Mir12188	mmu-mir-12188	microRNA mir-12188	ncRNA
962	chr8	35321377	35321591	+	0	NA	Intergenic	Intergenic	-54275	NM_177741	244416	Mm.247126	NM_177741	ENSMUSG00000046794	Ppp1r3b	6430576E21|AW821953|GL|PTG	protein phosphatase 1, regulatory subunit 3B	protein-coding
1377	chr12	55870050	55870284	+	0	NA	TTS (NR_155205)	TTS (NR_155205)	33801	NR_155205	52592	Mm.24761	NM_027867	ENSMUSG00000012076	Brms1l	0710008O11Rik|AI159718|BRMS1|D12Ertd407e	breast cancer metastasis-suppressor 1-like	protein-coding
140	chr1	189858602	189858803	+	0	NA	intron (NM_008976, intron 15 of 18)	intron (NM_008976, intron 15 of 18)	63589	NM_026796	226830	Mm.156895	NM_026796	ENSMUSG00000026603	Smyd2	1110020E07Rik|4930402C15|KMT3C|Zmynd14	SET and MYND domain containing 2	protein-coding
2029	chrX	104359699	104360105	+	0	NA	intron (NM_009592, intron 1 of 15)	L1_Mur3|LINE|L1	53944	NM_009592	11306	Mm.426128	NM_009592	ENSMUSG00000031333	Abcb7	AA517758|AU019072|Abc7	ATP-binding cassette, sub-family B (MDR/TAP), member 7	protein-coding
1666	chr15	59714651	59714861	+	0	NA	Intergenic	Intergenic	66102	NM_144549	211770	Mm.40298	NM_144549	ENSMUSG00000032501	Trib1	A530090O15Rik|TRB-1|Trb1	tribbles pseudokinase 1	protein-coding
322	chr3	18679801	18680015	+	0	NA	Intergenic	Intergenic	-199431	NR_040544	73959	Mm.60616	NR_040544	ENSMUSG00000102699	4930433B08Rik	-	RIKEN cDNA 4930433B08 gene	ncRNA
65	chr1	98545369	98545659	+	0	NA	Intergenic	Intergenic	124390	NM_027584	70866	Mm.389164	NM_027584	ENSMUSG00000026336	Slco6d1	4921511I05Rik	solute carrier organic anion transporter family, member 6d1	protein-coding
709	chr6	43266429	43266910	+	0	NA	intron (NM_133674, intron 1 of 14)	intron (NM_133674, intron 1 of 14)	1025	NM_133674	54324	Mm.320978	NM_133674	ENSMUSG00000033542	Arhgef5	2210412D05Rik|AA717842|AW495314|Tim1	Rho guanine nucleotide exchange factor (GEF) 5	protein-coding
1876	chr17	88498211	88498380	+	0	NA	Intergenic	Intergenic	-31829	NM_028658	73825	Mm.271817	NM_028658	ENSMUSG00000034709	Ppp1r21	1110018J12Rik|AI426045|AW550781|Ccdc128|Klraq1	protein phosphatase 1, regulatory subunit 21	protein-coding
148	chr2	5601354	5601531	+	0	NA	intron (NM_001290374, intron 1 of 9)	intron (NM_001290374, intron 1 of 9)	74604	NM_001290376	227541	Mm.191949	NM_177343	ENSMUSG00000039145	Camk1d	A630059D12Rik|CKLiK|CaMKIdelta|E030025C11Rik|mCKLiK	calcium/calmodulin-dependent protein kinase ID	protein-coding
1977	chr19	21552861	21553076	+	0	NA	Intergenic	Intergenic	-80307	NM_010266	14544	Mm.45054	NM_010266	ENSMUSG00000058624	Gda	AU015411|AW047581|GAH	guanine deaminase	protein-coding
1237	chr11	3546055	3546315	+	0	NA	Intergenic	Intergenic	-6893	NM_001284429	29856	Mm.188516	NM_013870	ENSMUSG00000020439	Smtn	smsmo	smoothelin	protein-coding
1726	chr16	35561535	35561887	+	0	NA	intron (NM_013661, intron 1 of 21)	intron (NM_013661, intron 1 of 21)	20349	NM_013661	20357	Mm.42015	NM_013661	ENSMUSG00000052133	Sema5b	AI893641|SemG|Semag|mKIAA1445	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B	protein-coding
1448	chr13	28664411	28664581	+	0	NA	intron (NR_045054, intron 5 of 7)	MTE2b|LTR|ERVL-MaLR	46377	NR_105787	102466635		NR_105787	ENSMUSG00000099158	Mir6368	Gm27800|mmu-mir-6368	microRNA 6368	ncRNA
206	chr2	64709369	64709642	+	0	NA	Intergenic	Intergenic	313261	NM_016719	50915	Mm.214554	NM_016719	ENSMUSG00000026888	Grb14	AI505286	growth factor receptor bound protein 14	protein-coding
394	chr3	116413588	116413789	+	0	NA	intron (NM_001080818, intron 2 of 15)	intron (NM_001080818, intron 2 of 15)	10344	NM_001080818	229776	Mm.17647	NM_001080818	ENSMUSG00000033502	Cdc14a	A830059A17Rik|CDC14A2|CDC14a1|Cdc14	CDC14 cell division cycle 14A	protein-coding
1710	chr16	22076086	22076276	+	0	NA	intron (NM_183029, intron 9 of 15)	intron (NM_183029, intron 9 of 15)	22494	NR_163734	239760		NR_163734		Ndufa11b	EG239760|Gm4943	NADH:ubiquinone oxidoreductase subunit A11B	pseudo
1382	chr12	75449556	75449935	+	0	NA	3' UTR (NM_012024, exon 14 of 14)	3' UTR (NM_012024, exon 14 of 14)	-32964	NM_175644	217674	Mm.252250	NM_175644	ENSMUSG00000048982	Gphb5	OGH|Zlut1	glycoprotein hormone beta 5	protein-coding
88	chr1	128712951	128713181	+	0	NA	Intergenic	Intergenic	-120767	NM_001356509	12767	Mm.1401	NM_009911	ENSMUSG00000045382	Cxcr4	CD184|CXC-R4|CXCR-4|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo	chemokine (C-X-C motif) receptor 4	protein-coding
941	chr8	13964689	13964929	+	0	NA	intron (NM_173744, intron 1 of 2)	intron (NM_173744, intron 1 of 2)	9968	NM_173744	72148	Mm.5727	NM_173744	ENSMUSG00000050052	Tdrp	2610019F03Rik	testis development related protein	protein-coding
1192	chr10	80792597	80793002	+	0	NA	intron (NM_199322, intron 27 of 27)	intron (NM_199322, intron 27 of 27)	5827	NM_023900	78670	Mm.41479	NM_023900	ENSMUSG00000035278	Plekhj1	9530063M10Rik	pleckstrin homology domain containing, family J member 1	protein-coding
208	chr2	68975777	68975947	+	0	NA	intron (NM_172856, intron 3 of 9)	intron (NM_172856, intron 3 of 9)	114421	NM_001347161	241447	Mm.222222	NM_172856	ENSMUSG00000027035	Cers6	4732462C07Rik|AW544719|Lass6|T1L	ceramide synthase 6	protein-coding
1781	chr17	13472586	13472821	+	0	NA	Intergenic	B4|SINE|B4	-48753	NR_030763	272667	Mm.444718	NR_030763	ENSMUSG00000079711	Smok4a	4930513D10Rik|Smok2c	sperm motility kinase 4A	pseudo
413	chr3	135743231	135743432	+	0	NA	Intergenic	Intergenic	-51784	NM_008689	18033	Mm.256765	NM_008689	ENSMUSG00000028163	Nfkb1	NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	protein-coding
14	chr1	33498918	33499226	+	0	NA	intron (NM_008922, intron 10 of 13)	intron (NM_008922, intron 10 of 13)	170722	NM_008922	19076	Mm.27705	NM_008922	ENSMUSG00000026134	Prim2	AI323589	DNA primase, p58 subunit	protein-coding
1546	chr14	23391647	23391940	+	0	NA	intron (NM_001253368, intron 19 of 28)	intron (NM_001253368, intron 19 of 28)	-297222	NR_033550	791307	Mm.364384	NR_033550	ENSMUSG00000068680	Gm10248	-	predicted gene 10248	ncRNA
849	chr7	47157706	47157968	+	0	NA	Intergenic	Intergenic	-24153	NM_013643	19259	Mm.4654	NM_013643	ENSMUSG00000030854	Ptpn5	Step	protein tyrosine phosphatase, non-receptor type 5	protein-coding
528	chr4	120914425	120914710	+	0	NA	Intergenic	ID_B1|SINE|B4	10438	NM_028457	73172	Mm.151436	NM_028457	ENSMUSG00000028629	Exo5	3110037I16Rik|AV297100|Dem1|Exo V|mExo5	exonuclease 5	protein-coding
773	chr6	119346369	119346536	+	0	NA	intron (NM_001347427, intron 33 of 36)	intron (NM_001347427, intron 33 of 36)	-15686	NM_172492	211187	Mm.121498	NM_172492	ENSMUSG00000055003	Lrtm2	A230084J22|AI841794	leucine-rich repeats and transmembrane domains 2	protein-coding
727	chr6	66224656	66224831	+	0	NA	Intergenic	RMER15-int|LTR|ERVL	-47762	NR_136927	102633773	Mm.272086	NR_136927	ENSMUSG00000107653	Gm31520	-	sterol-C5-desaturase pseudogene	pseudo
380	chr3	100734651	100735014	+	0	NA	Intergenic	MIRb|SINE|MIR	-49359	NM_010763	17156	Mm.271617	NM_010763	ENSMUSG00000008763	Man1a2	AI428775|AI528764|AI854422|Man1b|PCR2	mannosidase, alpha, class 1A, member 2	protein-coding
1538	chr14	8251042	8251313	+	0	NA	intron (NM_001161667, intron 8 of 14)	intron (NM_001161667, intron 8 of 14)	7662	NM_001161667	93732	Mm.28700	NM_053115	ENSMUSG00000021751	Acox2	THCCox	acyl-Coenzyme A oxidase 2, branched chain	protein-coding
1782	chr17	13674886	13675150	+	0	NA	Intergenic	ORR1E|LTR|ERVL-MaLR	-85523	NM_010806	17356	Mm.59167	NM_010806	ENSMUSG00000068036	Afdn	5033403D15Rik|AF6|Af-6|Afadin|Gm314|I-afadin|Mllt4|S-afadin	afadin, adherens junction formation factor	protein-coding
1966	chr19	7088354	7088713	+	0	NA	intron (NM_134147, intron 3 of 10)	intron (NM_134147, intron 3 of 10)	17196	NM_201411	396184	Mm.386930	NM_201411	ENSMUSG00000047787	Flrt1	AW742165|D630040I23Rik	fibronectin leucine rich transmembrane protein 1	protein-coding
1988	chr19	38015650	38015905	+	0	NA	intron (NM_001099634, intron 3 of 52)	intron (NM_001099634, intron 3 of 52)	27800	NM_001302140	226101	Mm.34674	NM_177035	ENSMUSG00000048612	Myof	2310004N10Rik|2310051D19Rik|E030042N20Rik|Fer1l3	myoferlin	protein-coding
1816	chr17	44615710	44615875	+	0	NA	intron (NM_001146038, intron 7 of 8)	intron (NM_001146038, intron 7 of 8)	120384	NM_001271631	12393	Mm.391013	NM_009820	ENSMUSG00000039153	Runx2	AML3|Cbf|Cbfa-1|Cbfa1|LS3|Osf2|PEBP2aA|Pebp2a1|Pebpa2a	runt related transcription factor 2	protein-coding
468	chr4	53614818	53615023	+	0	NA	intron (NM_133891, intron 15 of 15)	intron (NM_133891, intron 15 of 15)	-16504	NM_001369182	319636	Mm.103464	NM_176966	ENSMUSG00000054752	Fsd1l	A230072O16Rik|Ccdc10|Csdufd1|Fsd1nl	fibronectin type III and SPRY domain containing 1-like	protein-coding
445	chr4	28104685	28104876	+	0	NA	Intergenic	L1Md_T|LINE|L1	-708351	NM_001290434	13841	Mm.257266	NM_010141	ENSMUSG00000028289	Epha7	Cek11|Ebk|Ehk3|Hek11|Mdk1	Eph receptor A7	protein-coding
725	chr6	59447645	59447989	+	0	NA	Intergenic	RMER17A2|LTR|ERVK	-21511	NM_183183	243385	Mm.138080	NM_183183	ENSMUSG00000045441	Gprin3	C030038J10Rik|C730021L23	GPRIN family member 3	protein-coding
736	chr6	72752671	72752865	+	0	NA	intron (NM_009332, intron 3 of 11)	intron (NM_009332, intron 3 of 11)	36277	NM_001079822	21415	Mm.440067	NM_009332	ENSMUSG00000055799	Tcf7l1	Tcf-3|Tcf3|bHLHb21	transcription factor 7 like 1 (T cell specific, HMG box)	protein-coding
1096	chr9	82855411	82855596	+	0	NA	Intergenic	Intergenic	25697	NM_001168240	65099	Mm.41415	NM_022986	ENSMUSG00000032251	Irak1bp1	4921528N06Rik|AI851240|Aabp3|Aip70|Simpl	interleukin-1 receptor-associated kinase 1 binding protein 1	protein-coding
1868	chr17	85864272	85864449	+	0	NA	Intergenic	Intergenic	-176106	NM_011380	20472	Mm.5039	NM_011380	ENSMUSG00000024134	Six2	-	sine oculis-related homeobox 2	protein-coding
1801	chr17	29916918	29917181	+	0	NA	Intergenic	ORR1E|LTR|ERVL-MaLR	-28471	NM_001368423	74762	Mm.40901	NM_001081160	ENSMUSG00000043557	Mdga1	1200011I03Rik|GPIM|Mamdc3	MAM domain containing glycosylphosphatidylinositol anchor 1	protein-coding
554	chr4	154542496	154542826	+	0	NA	intron (NM_001291026, intron 1 of 16)	intron (NM_001291026, intron 1 of 16)	-7621	NR_151634	102634405		NR_151634		Gm13133	-	predicted gene 13133	ncRNA
1186	chr10	76315999	76316218	+	0	NA	intron (NM_001081419, intron 5 of 37)	intron (NM_001081419, intron 5 of 37)	29183	NM_001081419	64451	Mm.33183	NM_001081419	ENSMUSG00000020231	Dip2a	4931420H10Rik|AI426328|Dip2|Kiaa0184-hp|mKIAA0184	disco interacting protein 2 homolog A	protein-coding
1549	chr14	25760495	25760775	+	0	NA	intron (NM_001101433, intron 1 of 3)	intron (NM_001101433, intron 1 of 3)	8437	NM_001101433	71918	Mm.41904	NM_001101433	ENSMUSG00000055538	Zcchc24	2310047A01Rik	zinc finger, CCHC domain containing 24	protein-coding
877	chr7	82820524	82820960	+	0	NA	Intergenic	Intergenic	-46591	NM_175366	108797	Mm.306789	NM_175366	ENSMUSG00000057706	Mex3b	4931439A04Rik|M-04814|Rkhd3|mKIAA2009	mex3 RNA binding family member B	protein-coding
1390	chr12	80603540	80603840	+	0	NA	3' UTR (NM_001081421, exon 15 of 15)	3' UTR (NM_001081421, exon 15 of 15)	40421	NM_007951	13877	Mm.246551	NM_007951	ENSMUSG00000021131	Erh	Mer|Prei1	ERH mRNA splicing and mitosis factor	protein-coding
